Katalognr / Literatur,Fundort,Kreis,Land,Schwertart,Typ,Variante,Fundumstände (Statistik),Amt / Kreis,Datie-rung,Steinkreis/-kranz,Stein-kiste,Stein-packung,Stein-setzung,Stein-rahmen,Megalith-grab,Baum-sarg,Holz-sarg,Körper-bestattung,Brand-bestattung,Doppel-bestattung,Fibel,Nadel,Gold-nadel,Wetz-stein,Feuer-schlag-stein,Schwefel-kies,Flint-dolch,Vollgriff-schwert,Vollgriff-dolch,Achtkant-schwert,Griff-platten-schwert,Griffplatten-dolch,Griffzungen-schwert,Griffzungen-dolch,Griffangel-schwert,Griffangel-dolch,Krumm-schwert,Klingen-fragment,Dolchklingen-fragment,Schwertklingen-fragment,Knauf,Ortband,Holz-scheide,Leder-scheide,Doppel-knopf,Lanzen-spitze,Flintpfeil-spitze,"""Sonnen-scheibe""",Blech-hülse,Gürtel-platte,Gürtel-haken,Gürtel-dose,Buckel,Tutulus,Anhänger,Glas-perle,Bern-stein-perle,Anderes Bernstein-objekt,Spiral-ring,Ring,Gold-spiral-ring,Gold-ring,Hals-kragen,Hals-ring,Armring,Spiral-arm-ring,Armberge,Armband,Goldarm-band,Goldarm-ring,Gold-spiral-armring,Finger-ring,Spiral-finger-ring,Gold-finger-ring,Goldspiral-fingerring,Fußring,Fußberge,Spiral-röllchen,Gold-spiral-röllchen,Rasier-messer,Pinzette,Pfriem,Messer,Vollgriff-messer,Rahmen-griff-messer,Sichel,Rand-leisten-beil,Absatz-beil,nordisches Absatzbeil,Tüllen-beil,Hohl-beil,Axt,Schaft-röhren-axt,Stein-axt,Tüllen-meißel,Hohl-meißel,Tüllen-hammer,Bronze-rohmaterial,Bronze-gefäß,Ton-gefäß,Sonstiges
C109,Keelbek,"Gem. Tarp, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Vasby,,"Grabhügel, Nebenbestattung",Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
C110,Brekendorf,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Leonberg,Sorgenfri,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C111,Flintbek,"Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Erbach,Roskilde,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,1,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
C112,Groß Vollstedt,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Hausmoning,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C113,Hohenwestedt,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Achtkantschwert,?,,Flachgrab,Kreis Rendsburg-Eckernförde,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C114,Osterrade,"Gem. Bovenau, Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Vasby,,"Grabhügel, Nebenbestattung",Kreis Rendsburg-Eckernförde,Per. II,1,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
C115,Rieseby (verm.),"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Achtkantschwert,?,,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C116,Frestedt,"Kr. Dithmarschen, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Hausmoning,,Grabhügel,Kreis Dithmarschen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C117,Dithmarschen,"Kr. Dithmarschen, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Hausmoning,,unbekannt,Kreis Dithmarschen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C118,Glüsing,"Kr. Dithmarschen, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Hausmoning,,Grabhügel,Kreis Dithmarschen,Per. II,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C119,Westdorf,"Gem. St. Michaelisdonn, Kr. Dithmarschen, Schleswig-Holstein",Deutschland,Achtkantschwert,?,,Grabhügel,Kreis Dithmarschen,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C120,Windbergen,"Kr. Dithmarschen, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Hausmoning,,Grabhügel,Kreis Dithmarschen,Per. II,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
C121,Eversdorf,"Gem. Kaaks, Kr. Steinburg, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Leonberg,,"Grabhügel, Nebenbestattung",Kreis Steinburg,Per. II,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C122,Gribbohm,"Kr. Steinburg, Schleswig-Holstein",Deutschland,Griffangelschwert mit massivem Heft und Knauf in südmitteleuropäischer Tradition,?,,Grabhügel,Kreis Steinburg,Per. II,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C123,Blomnath,"Gem. Seedorf, Kr. Segeberg, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Vasby,,Grabhügel,Kreis Segeberg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C124,Klein Niendorf,"Gem. Bad Segeberg, Kreis Segeberg, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Hausmoning,,Grabhügel,Kreis Segeberg,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C125,Beschendorf,"Kr. Ostholstein, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Vasby,,unbekannt,Kreis Ostholstein,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C125.I,Ehlerstorf,"Gem. Wangels, Kr. Ostholstein",Deutschland,Achtkantschwert,Typ Klakring nahestehend,,unbekannt,Kreis Ostholstein,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C126,Lütjenbrode,"Gem. Großenbrode, Kr. Ostholstein, Schleswig-Holstein",Deutschland,Achtkantschwert,?,,Grabhügel,Kreis Ostholstein,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C127,Hammoor,"Kr. Stormarn, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Forstmühler Forst,Hammoor,Grabhügel,Kreis Stormarn,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
C128,Bröthen,"Kr. Herzogtum Lauenburg, Schleswig-Holstein",Deutschland,Achtkantschwert,Typ Hausmoning,,Grabhügel,Kreis Herzogtum Lauenburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C129,Fundort unbekannt,,Dänemark,Achtkantschwert,Typ Erbach,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C130,Fundort unbekannt,,,Achtkantschwert,Typ Erbach,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C131,Fundort unbekannt,Schleswig-Holstein (?),Deutschland,Achtkantschwert,Typ Erbach,Roskilde,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C132,Fundort unbekannt,,Dänemark,Achtkantschwert,Typ Erbach,Vaeggerløse Kirke,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C133,Fundort unbekannt,Schleswig-Holstein,Deutschland,Achtkantschwert,Typ Hausmoning,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C134,Schleswig-Holstein,Schleswig-Holstein,Deutschland,Achtkantschwert,Typ Hausmoning oder Typ Leonberg,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C135,Fundort unbekannt,,Dänemark (?),Achtkantschwert,Typ Leonberg,Sorgenfri,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C136,Fundort unbekannt,,Dänemark,Achtkantschwert,Typ Ramløse,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C137,Schleswig-Holstein,,Deutschland,Achtkantschwert,Typ Ramløse nahestehend,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C138,Fundort unbekannt,,Dänemark,Achtkantschwert,SF,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C139,Fundort unbekannt,,Deutschland (?),Achtkantschwert,SF,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C140,Fundort unbekannt,,Dänemark (?),Achtkantschwert,?,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C141,verm. Herzogtum Schleswig,,Deutschland,Achtkantschwert,,,unbekannt,,Per. II,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C142,Fundort unbekannt,Schleswig-Holstein,Deutschland,Achtkantschwert,?,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C143,Fundort unbekannt,Schleswig-Holstein,Deutschland,Achtkantschwert,?,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C144,Schleswig-Holstein,Schleswig-Holstein,Deutschland,Achtkantschwert,,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C145,Fundort unbekannt,,,Achtkantschwert,?,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C146,Fundort unbekannt,,Dänemark,Achtkantschwert,Typ Vasby,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C147,Schleswig-Holstein,Schleswig-Holstein,Deutschland,Achtkantschwert,Typ Vasby,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C148,Schleswig-Holstein,,Deutschland,Achtkantschwert,Typ Vasby,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C149,Fundort unbekannt,,Dänemark (?),Achtkantschwert,Typ Vasby (?),,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C150,Holstein,Schleswig-Holstein,Deutschland,Achtkantschwert,Typ Vasby,Ågerup,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C151,Fundort unbekannt,,Dänemark,Achtkantschwert,Typ Vasby,Ågerup,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C152,Fundort unbekannt,,Dänemark (?),Achtkantschwert,Typ Vasby,Ågerup,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C153,Fundort unbekannt,,Dänemark,Achtkantschwert,Typ Vasby,Ågerup,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C154,Fundort unbekannt,,Dänemark,Achtkantschwert,Typ Vedbæk,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C155,Fundort unbekannt,,Dänemark (?),Achtkantschwert,Typ Ådum,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C156,Schleswig-Holstein,,Deutschland,Achtkantschwert,Typ Ådum,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1,Umgebung von Hørsholm,"Ksp. Hørsholm, Lynge-Kronborg Herred, Frederiksborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. III),B2,,unbekannt,Frederiksborg Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2,Over-Dråby,"Ksp. Dråby, Horns Herred, Frederiksborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. III),"C1, SF / Typ Øster-Jølby",,"Grabhügel, Nebenbestattung",Frederiksborg Amt,Per. III,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3,Store-Lyngby,"Ksp. Lille-Lyngby, Strø Herred, Frederiksborg Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,G1,,"Grabhügel, Nebenbestattung",Frederiksborg Amt,Per. III,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4,Tågerup,"Ksp. Ramløse, Holbo Herred, Frederiksborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. III),C1,,Grabhügel,Frederiksborg Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5,Unnerup,"Ksp. Vejby, Holbo Herred, Frederiksborg Amt",Dänemark,Griffangeldolch mit massivem Heft und Knauf,Teilmetallenes Heft,,"Grabhügel, Hauptbestattung",Frederiksborg Amt,Per. III,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6,Østby,"Ksp. Selsø, Horns Herred, Frederiksborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. III),A2,,"Grabhügel, Hauptbestattung",Frederiksborg Amt,Per. III,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D7,Frydenhøj,"Ksp. Brøndbyøster, Smørum Herred, Københavns Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,Teilmetallenes Heft,,Grabhügel,Københavns Amt,Per. III,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8,Maglebylille,"Ksp. Tårnby, Sokkelund Herred, Københavns Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,G2,,"Grabhügel, Hauptbestattung",Københavns Amt,Per. III,1,,1,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
D9,Lyngageren,"Ksp. Roskilde, Sømme Herred, Københavns Amt",Dänemark,Scheibengriffschwert,F1,,Grabhügel,Københavns Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,Strandgården,"Ksp. Højelse, Ramsø Herred, Københavns Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,G1,,unbekannt,Københavns Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D11,Vedbæk,"Ksp. Søllerød, Sokkelund Herred, Københavns Amt",Dänemark,Nordisches Vollgriffschwert (Per. III),D,,"Grabhügel, Hauptbestattung",Københavns Amt,Per. III,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,Allerupgård,"Ksp. Tuse, Tuse Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. III),C1,,Grabhügel,Holbæk Amt,Per. III,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D13,Kalundborg,"Ksp. Kalundborg, Ars Herred, Holbæk Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,Teilmetallenes Heft,,Grabhügel,Holbæk Amt,Per. III,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14,Kelstrup,"Ksp. Vig, Ods Herred, Holbæk Amt",Dänemark,Scheibengriffdolch,F2,,Grabhügel,Holbæk Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D15,Vig,"Ksp. Vig, Ods Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. III),B1,,Grabhügel,Holbæk Amt,Per. III,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,
D16,Åstofte,"Ksp. Asnæs, Ods Herred, Holbæk Amt",Dänemark,Griffangeldolch mit massivem Heft und Knauf,G1,,Grabhügel,Holbæk Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
D17,Ringstedmark,"Ksp. Ringsted, Ringsted Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. III),A1,,Grabhügel,Sorø Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D18,Østerhoved,"Ksp. Magleby, Vester Flakkebjerg Herred, Sorø Amt",Dänemark,Scheibengriffschwert,F2,,"Grabhügel, Hauptbestattung",Sorø Amt,Per. III,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D19,Over-Vindinge,"Ksp. Sværdborg, Hammer Herred, Præstø Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,Teilmetallenes Heft,,Grabhügel,Præstø Amt,Per. III,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
D20,Roholte,"Ksp. Roholte, Fakse Herred, Præstø Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,G2,,Grabhügel,Præstø Amt,Per. III,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D21,Skibinge,"Ksp. Skibinge, Bårse Herred, Præstø Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,Teilmetallenes Heft,,unbekannt,Præstø Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D22,Seeland,,Dänemark,Scheibengriffschwert,F2,,unbekannt,unbekannt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D23,Seeland,,Dänemark,Nordischer Vollgriffdolch (Per. III),B1,,unbekannt,unbekannt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D24,Bornholm,,Dänemark,Griffangelschwert mit massivem Heft und Knauf,Teilmetallenes Heft,,unbekannt,Bornholms Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D25,Gyldensgård,"Ksp. Øster-Marie, Bornholms Øster-Herred, Bornholms Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,G2,,Grabhügel,Bornholms Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D26,Hoglebjerg,"Ksp. Klemensker, Bornholms Nørre-Herred, Bornholms Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf,Teilmetallenes Heft,,Grabhügel,Bornholms Amt,Per. III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,
